"guid","fid","name","cr","size","type","tags","section","alignment","environment","ac","hp","init","lair?","legendary?","unique?","sources"
"4db5e660-2911-4985-9b82-4110b28fcd3e","tob.library-automaton","Library Automaton","1/2","Small","Construct","","","lawful neutral","urban","13","7","1","","","","Tome of Beasts: 273"
"07a48219-8dfe-46f0-8e1f-38bcdee8d8e2","tob.lich-hound","Lich Hound","4","Medium","Undead","","","neutral evil","","14","119","4","","","","Tome of Beasts: 274"
"ec12f4b4-f1c8-4f2c-ba67-fcea3f854fab","tob.likho","Likho","6","Medium","Monstrosity","","","chaotic evil","forest","15","90","4","","","","Tome of Beasts: 275"
"082e911f-3b02-4d58-bd46-9edbc57ac6f1","tob.lindwurm","Lindwurm","5","Large","Dragon","","","neutral evil","forest, grassland","15","136","5","","","","Tome of Beasts: 276"
"4611c643-2e59-47aa-95fc-bbbea10e9857","tob.liosalfar","Liosalfar","8","Large","Elemental","","","neutral","","17","110","7","","","","Tome of Beasts: 277"
"e5c0ec0a-dda9-4bb4-a610-f3f042101520","tob.living-wick","Living Wick","1/4","Small","Construct","","","unaligned","underground, urban","13","28","0","","","","Tome of Beasts: 278"
"003f9549-a03a-4a79-9c1c-67ff59f3a10d","tob.lord-of-the-hunt","Lord of the Hunt","18","Medium","Fey","","Fey Lords and Ladies","lawful neutral","","18","229","4","lair","legendary","unique","Tome of Beasts: 188"
"4e9797ff-3f6f-44fa-b457-62bca4e86793","tob.lorelei","Lorelei","5","Medium","Fey","","","chaotic evil","aquatic, coast","15","76","5","","","","Tome of Beasts: 279"
"8af19666-35bd-453c-8eb3-adc8c9d79cd4","tob.loxoda","Loxoda","6","Huge","Monstrosity","","","neutral evil","forest, grassland","13","147","1","","","","Tome of Beasts: 280"
"66c123d3-a888-459c-bb7f-84d84ab90406","tob.lunar-devil","Lunar Devil","8","Large","Fiend","Devil","Devils","lawful evil","","16","94","5","","","","Tome of Beasts: 110"
"188416a0-926d-4431-bae2-cd910ca69f8a","tob.mahoru","Mahoru","3","Large","Monstrosity","","","unaligned","aquatic, coast","15","91","4","","","","Tome of Beasts: 281"
"d321e41e-ddb9-449b-a03a-066d24566c14","tob.malakbel","Malakbel","9","Medium","Fiend","Demon","Demons","chaotic evil","","14","102","3","","","","Tome of Beasts: 78"
"14c1e073-609c-49a6-8e83-2a699a28a1cf","tob.mallqui","Mallqui","8","Medium","Undead","","","lawful neutral","","14","120","-1","","","","Tome of Beasts: 282"
"761f8822-cac0-4cbf-b2e5-9c17e94bfed2","tob.malphas","Malphas","6","Medium","Fey","","","neutral evil","","16","120","4","","","","Tome of Beasts: 283"
"3a75d531-eef3-4bec-a386-5c984ff90369","tob.mammon","Mammon","25","Huge","Fiend","Devil","Arch-Devils","lawful evil","","20","378","1","lair","legendary","unique","Tome of Beasts: 99"
"225e09ef-58e7-4dc8-a970-6a392f015332","tob.mamura","Mamura","6","Small","Aberration","Fey","","neutral evil","desert, underground","16","97","4","","","","Tome of Beasts: 284"
"70898ccc-879f-4459-aa1e-b106f1044bbe","tob.manabane-scarab-swarm","Manabane Scarab Swarm","4","Medium","Beast","Swarm","","unaligned","desert","15","75","3","","","","Tome of Beasts: 374"
"e07a7d74-0cf0-4daa-827b-5c9b93d7982e","tob.map-mimic","Map Mimic","1/4","Tiny","Monstrosity","","","neutral","underground","14","32","2","","","","Tome of Beasts: 289"
"d8d600f1-018c-47cc-b892-f3bbf1c59f0c","tob.mask-wight","Mask Wight","13","Medium","Undead","","","neutral evil","","19","207","4","","","","Tome of Beasts: 285"
"31defc11-6717-4609-89aa-1ff48e31aa07","tob.mavka","Mavka","12","Medium","Undead","Fey","","chaotic evil","","17","170","2","","","","Tome of Beasts: 286"
"4cc7e076-cde9-465a-865a-826fbfb772e8","tob.mbielu","Mbielu","3","Huge","Beast","","Dinosaurs","unaligned","aquatic, coast, grassland, swamp","15","95","2","","","","Tome of Beasts: 114"
"6ff39a6c-254a-44b9-9054-1b454266a7d5","tob.mechuiti-demon-lord-of-apes","Mechuiti, Demon Lord of Apes","27","Gargantuan","Fiend","Demon","Demon Lords","chaotic evil","","19","370","4","lair","legendary","unique","Tome of Beasts: 88"
"894f78a1-c43d-44ac-9720-a2fc661d170e","tob.mi-go","Mi-Go","5","Medium","Plant","","","neutral evil","","17","76","4","","","","Tome of Beasts: 287"
"f74a8a6c-71c0-42b3-9595-432e9e437d1a","tob.millitaur","Millitaur","3","Large","Monstrosity","","","neutral","forest","14","85","2","","","","Tome of Beasts: 288"
"2a615acd-cae3-4c10-9cfc-e1b4fc20b872","tob.mindrot-thrall","Mindrot Thrall","3","Medium","Plant","","","neutral","","15","82","2","","","","Tome of Beasts: 290"
"747b7cd2-7b7b-4151-8c7c-f99bf2ffbce7","tob.mirager","Mirager","3","Medium","Fey","Shapechanger","","neutral evil","desert","13","78","3","","","","Tome of Beasts: 291"
"414e421e-9e97-45cd-a4f2-4b758194a89e","tob.miremal","Miremal","1/2","Small","Fey","","","chaotic evil","swamp","13","22","3","","","","Tome of Beasts: 292"
"3e3e00ea-f3df-4983-85e6-6bc98f9e7718","tob.mirror-hag","Mirror Hag","6","Medium","Fey","","Hags","chaotic neutral","","16","168","3","","","","Tome of Beasts: 243"
"e047b224-e15c-49d3-960c-d17cac10d792","tob.mngwa","Mngwa","4","Medium","Aberration","","","neutral evil","desert, forest, grassland","16","91","3","","","","Tome of Beasts: 293"
"90f94b43-4214-4cb2-973a-eef90bd08efa","tob.monolith-champion","Monolith Champion","8","Large","Construct","","","unaligned","","17","102","1","","","","Tome of Beasts: 294"
"251dc434-0130-4739-8f3c-d70a286cf60e","tob.monolith-footman","Monolith Footman","3","Large","Construct","","","unaligned","","14","60","1","","","","Tome of Beasts: 295"
"225d53b7-e40b-4342-9b71-912181571ad3","tob.moonlit-king","Moonlit King","17","Medium","Fey","","Fey Lords and Ladies","neutral good","","17","170","5","lair","legendary","unique","Tome of Beasts: 190"
"2170e25b-bdd5-4455-9c0a-29754201f6ff","tob.mordant-snare","Mordant Snare","15","Gargantuan","Aberration","","","chaotic evil","underground","18","264","3","","","","Tome of Beasts: 296"
"14e6a85f-252c-463b-9dff-64f2f3af56e8","tob.morphoi","Morphoi","1/2","Medium","Plant","","","chaotic evil","","13","33","3","","","","Tome of Beasts: 297"
"47b9ae76-4f66-4eb2-8e3d-3e28706e3edb","tob.moss-lurker","Moss Lurker","1","Small","Humanoid","","","chaotic neutral","forest, swamp, underground","15","45","2","","","","Tome of Beasts: 298"
"b12d57c5-35b0-44f4-9ba1-03dd8c18ece1","tob.myling","Myling","2","Small","Undead","","","chaotic evil","","13","45","0","","","","Tome of Beasts: 301"
"cf644cb4-c7fc-4bf4-8c89-524af9964b74","tob.naina","Naina","11","Large","Dragon","Shapechanger","","lawful evil","","17","231","3","","","","Tome of Beasts: 302"
"c2955321-3e1e-44b3-9d9c-fff7bbe0c1c8","tob.ngobou","Ngobou","5","Large","Beast","","Dinosaurs","unaligned","grassland","15","85","-1","","","","Tome of Beasts: 115"
"b634ea34-d8e8-458b-af10-11054b1d45ee","tob.nichny","Nichny","6","Medium","Fey","","","neutral evil","","17","112","4","","","","Tome of Beasts: 303"
"a79f7bc9-1738-41d7-8ef6-445fe0d611b1","tob.nicnevin-queen-of-witches","Nicnevin, Queen of Witches","17","Medium","Fey","","Fey Lords and Ladies","neutral","","18","123","0","lair","legendary","unique","Tome of Beasts: 194"
"4061b92c-4ad3-4023-8d6c-3a188a68ff34","tob.night-scorpion","Night Scorpion","3","Large","Beast","","Scorpions","unaligned","desert, forest, grassland, underground","14","90","2","","","","Tome of Beasts: 340"
"026f2ffe-e132-4d84-944b-5b49d0258e6b","tob.nightgarm","Nightgarm","6","Large","Monstrosity","","","chaotic evil","","15","114","2","","","","Tome of Beasts: 305"
"fcd7e583-025c-412e-a35f-7ba1c5843206","tob.nihileth","Nihileth","12","Large","Undead","","","chaotic evil","","17","135","-1","lair","legendary","","Tome of Beasts: 8"
"49945869-1d13-4bdf-9f15-dffdc93aeeb4","tob.nihilethic-zombie","Nihilethic Zombie","1","Medium","Undead","","","neutral evil","aquatic, coast, underground","9","22","-2","","","","Tome of Beasts: 9"
"051d50a2-3f42-45fa-863a-2bfbccf4830d","tob.nkosi","Nkosi","1/2","Medium","Humanoid","Nkosi, Shapechanger","Nkosi","lawful neutral","grassland","15","11","3","","","","Tome of Beasts: 306"
"9e26d2c0-9c1d-40ea-abc8-15d02f82ef23","tob.nkosi-pridelord","Nkosi Pridelord","4","Medium","Humanoid","Nkosi, Shapechanger","Nkosi","lawful neutral","grassland","16","93","4","","","","Tome of Beasts: 306"
"280c4a39-f265-4b0d-8ac6-7d73087e439b","tob.noctiny","Noctiny","2","Medium","Humanoid","Noctiny","","neutral evil","","13","52","1","","","","Tome of Beasts: 308"
"e4d7c536-3bce-4eff-9e73-b6d31ad1bdc3","tob.oculo-swarm","Oculo Swarm","4","Large","Aberration","Swarm","","neutral evil","underground","15","130","5","","","","Tome of Beasts: 309"
"4b5f959b-f915-4f00-87c0-9dc9e0976189","tob.oozasis","Oozasis","9","Gargantuan","Ooze","","","unaligned","desert, swamp","7","217","-3","","","","Tome of Beasts: 310"
"c3a683d3-be46-4d12-95d4-a7bc4b0ce6df","tob.orobas-devil","Orobas Devil","14","Large","Fiend","Devil","Devils","lawful evil","","19","261","2","","","","Tome of Beasts: 111"
"71569d53-5bd5-40b1-8d69-37d03260d9a5","tob.ostinato","Ostinato","4","Medium","Aberration","","","chaotic neutral","underground","15","39","5","","","","Tome of Beasts: 312"
"a59e74b9-67f1-4253-baee-dce393e1ad08","tob.owl-harpy","Owl Harpy","5","Medium","Monstrosity","","","neutral evil","desert, forest, urban","14","112","3","","","","Tome of Beasts: 246"
"d4869e67-414e-48ac-af84-e0749fbc0620","tob.paper-drake","Paper Drake","2","Small","Dragon","","","neutral","urban","13","78","3","","","","Tome of Beasts: 154"
"c9d1e16f-ce68-4df5-bc34-603a33ba81e9","tob.pombero","Pombero","3","Medium","Fey","","","chaotic neutral","forest","15","90","3","","","","Tome of Beasts: 313"
"2edb499b-9aae-465e-b3f0-4ccba8b54938","tob.possessed-pillar","Possessed Pillar","7","Large","Construct","","","unaligned","desert, urban","14","95","-1","","","","Tome of Beasts: 314"
"1a985064-6798-42c4-bc92-d70b4d4549cd","tob.prismatic-beetle-swarm","Prismatic Beetle Swarm","3","Medium","Beast","Swarm","","unaligned","forest","13","38","3","","","","Tome of Beasts: 375"
"5394d8bb-772d-4a44-aac1-db6300bf4b9e","tob.psoglav","Psoglav","7","Large","Fiend","Demon","Demons","chaotic evil","","17","115","6","","","","Tome of Beasts: 79"
"8396d314-bd83-497d-a40e-b527dc3b3ff1","tob.putrid-haunt","Putrid Haunt","2","Medium","Undead","","","neutral evil","swamp","13","44","-1","","","","Tome of Beasts: 315"
"f53799a6-554d-4893-a48e-f66ab4577894","tob.qorgeth-demon-lord-of-the-devouring-worm","Qorgeth, Demon Lord of the Devouring Worm","23","Gargantuan","Fiend","Demon","Demon Lords","chaotic evil","","21","370","-2","lair","legendary","unique","Tome of Beasts: 90"
"16a43ae9-70b9-40ba-80e4-6da11826a160","tob.qwyllion","Qwyllion","8","Medium","Aberration","Fey","","neutral evil","","16","110","5","","","","Tome of Beasts: 316"
"33ab8a95-5381-49f4-973a-06540ab80d46","tob.ramag","Ramag","1/4","Medium","Humanoid","Ramag","","neutral","grassland, urban","13","27","2","","","","Tome of Beasts: 317"
"ae6afb0a-4199-4e0f-b46b-951951538b93","tob.rat-king","Rat King","5","Medium","Monstrosity","","","chaotic evil","underground, urban","14","76","3","","","","Tome of Beasts: 318"
"6de079e0-aaa8-4940-9aa0-8f8c5d1e0e78","tob.ratatosk","Ratatosk","4","Tiny","Celestial","","","chaotic neutral","forest","14","42","4","","","","Tome of Beasts: 319"
"2f6a702c-9382-4daa-88ed-014031c5d36e","tob.ratfolk","Ratfolk","1/4","Small","Humanoid","Ratfolk","Ratfolk","neutral","underground, urban","14","7","2","","","","Tome of Beasts: 320"
"49a610c1-f691-4b3b-b0aa-7d90beaa2d72","tob.ratfolk-rogue","Ratfolk Rogue","1","Small","Humanoid","Ratfolk","Ratfolk, Villain Codex","neutral","underground, urban","15","18","3","","","","Tome of Beasts: 320, Tome of Beasts: 424"
"c8a9fb9f-eb7f-4d88-8fe8-c23fac4986d1","tob.ravenala","Ravenala","5","Large","Plant","","","unaligned","forest","15","126","0","","","","Tome of Beasts: 321"
"df853025-e1c2-4517-8ed6-efe3b8c84aa5","tob.ravenfolk-doom-croaker","Ravenfolk Doom Croaker","5","Medium","Humanoid","Kenku","Ravenfolk","neutral","forest, grassland, urban","14","88","2","","","","Tome of Beasts: 324"
"83861d96-1f9e-49b1-a00d-831d8a8141fa","tob.ravenfolk-scout","Ravenfolk Scout","1/2","Medium","Humanoid","Kenku","Ravenfolk","neutral","forest, grassland, urban","14","21","2","","","","Tome of Beasts: 322"
"9ca540ef-6313-463f-98c7-e10ffae59b8a","tob.ravenfolk-warrior","Ravenfolk Warrior","3","Medium","Humanoid","Kenku","Ravenfolk","neutral","forest, grassland, urban","15","78","3","","","","Tome of Beasts: 323"
"1cf96cca-4c00-4549-bbe5-8ecd7b92a665","tob.red-banded-line-spider","Red-Banded Line Spider","1/4","Tiny","Beast","","","unaligned","","13","2","3","","","","Tome of Beasts: 363"
"e9a2b266-b2ef-44a4-b743-30d9a590738d","tob.red-hag","Red Hag","7","Medium","Fey","","Hags","neutral evil","","15","119","3","","","","Tome of Beasts: 244"
"0f23b109-7b2d-4843-8582-168af4412cf6","tob.redcap","Redcap","6","Medium","Fey","","","neutral evil","forest, grassland","15","105","0","","","","Tome of Beasts: 325"
"3fffc7c5-f846-44e6-8eb2-04d1214a6fff","tob.rift-swine","Rift Swine","5","Large","Aberration","","","chaotic neutral","","15","110","0","","","","Tome of Beasts: 326"
"fbd34b80-5496-4c69-93bb-e9535a60670d","tob.rime-worm-grub","Rime Worm Grub","1","Medium","Elemental","","","neutral","","13","45","1","","","","Tome of Beasts: 327"
"4e8047ac-0e28-41ef-af5b-c2869de687c1","tob.risen-reaver","Risen Reaver","7","Large","Undead","","","chaotic evil","","15","168","3","","","","Tome of Beasts: 328"
"a7844f48-dad1-4b9e-9b32-3fb71531b4a0","tob.river-king","River King","16","Medium","Fey","","Fey Lords and Ladies","chaotic neutral","aquatic, coast","18","152","3","lair","legendary","unique","Tome of Beasts: 196"
"6ee01ecc-1f6e-40ee-88f3-ce71bc9f1aae","tob.roachling-lord","Roachling Lord","2","Small","Humanoid","Roachling","Roachling","chaotic neutral","underground, urban","15","63","3","","","","Tome of Beasts: 329"
"b1c650f2-1346-4ffe-b438-9dabc29a639e","tob.roachling-skirmisher","Roachling Skirmisher","1/4","Small","Humanoid","Roachling","Roachling","chaotic neutral","underground, urban","13","7","2","","","","Tome of Beasts: 329"
"a2d1a971-e66d-4568-96b6-a58c4626ebfc","tob.rotting-wind","Rotting Wind","6","Large","Undead","","","neutral evil","","15","82","5","","","","Tome of Beasts: 330"
"bc46fd53-e06a-499a-b781-8ca3824b8b4e","tob.rubezahl","Rubezahl","10","Medium","Fiend","Demon","Demons","chaotic evil","","15","110","2","","","","Tome of Beasts: 80"
"be0ec63c-9581-4b68-9fa1-be740b08f25c","tob.rum-gremlin","Rum Gremlin","1/2","Tiny","Fey","","","chaotic evil","aquatic","13","22","3","","","","Tome of Beasts: 239"
"f053e7fc-ff6b-4813-9c31-4dcd682ea8c8","tob.rusalka","Rusalka","6","Medium","Undead","","","chaotic evil","aquatic, coast","14","88","1","","","","Tome of Beasts: 331"
"8b7fad59-5da7-48bc-b59e-488ac96ad53e","tob.rust-drake","Rust Drake","8","Medium","Dragon","","","chaotic evil","underground, urban","17","161","2","","","","Tome of Beasts: 155"
"30495e72-f1fd-4ee3-8ed3-c4c1492b50ff","tob.salt-devil","Salt Devil","6","Medium","Fiend","Devil","Devils","lawful evil","desert","13","93","1","","","","Tome of Beasts: 113"
"d2472029-19f6-41cb-9c64-fd390e502113","tob.salt-golem","Salt Golem","10","Large","Construct","","Golems","unaligned","aquatic, desert","17","110","-1","","","","Tome of Beasts: 235"
"e39d2eb8-0484-4ca5-8edd-9567d74ecdf2","tob.sand-hag","Sand Hag","5","Medium","Monstrosity","","Hags","chaotic evil","desert","17","112","2","","","","Tome of Beasts: 245"
"0cb7aad6-0f83-4250-b1fe-e64d39004c30","tob.sand-silhouette","Sand Silhouette","6","Medium","Undead","","","neutral evil","desert","15","105","2","","","","Tome of Beasts: 332"
"8bbc042e-4f22-4355-ad02-c23e5bc7dcb7","tob.sand-spider","Sand Spider","7","Large","Beast","","","unaligned","desert, grassland","15","105","3","","","","Tome of Beasts: 364"
"71ecaa9d-ed41-4063-b69b-2adefcbd5694","tob.sandman","Sandman","5","Medium","Celestial","","","chaotic neutral","","14","82","4","","","","Tome of Beasts: 333"
"27285f11-2529-4510-a4fc-5915d73616a1","tob.sandwyrm","Sandwyrm","6","Large","Dragon","","","unaligned","desert","15","142","1","","","","Tome of Beasts: 334"
"e854f6f7-6719-4a4c-a49a-eebd3653511c","tob.sap-demon","Sap Demon","4","Small","Ooze","","","chaotic evil","forest","13","67","-2","","","","Tome of Beasts: 335"
"d21f72c3-71d4-4837-98d7-8318c1c19d39","tob.sarastra-queen-of-night-and-magic","Sarastra, Queen of Night and Magic","21","Medium","Fey","","Fey Lords and Ladies","neutral evil","","15","180","5","lair","legendary","unique","Tome of Beasts: 192"
"e0d4a038-cc22-4961-8d37-15bb39a3c5d2","tob.sarcophagus-slime","Sarcophagus Slime","5","Medium","Undead","","","neutral evil","underground","11","105","1","","","","Tome of Beasts: 336"
"535b734d-4e1c-49c8-98f3-4ed0f0e4a11b","tob.sathaq-worm","Sathaq Worm","10","Huge","Elemental","","","neutral evil","desert, swamp, underground","16","172","-2","","","","Tome of Beasts: 337"
"1d585aff-d195-4c06-ac1f-f7e42ce096dc","tob.savager","Savager","8","Large","Beast","","","neutral evil","forest, grassland","17","115","2","","","","Tome of Beasts: 338"
"fe9e68cb-f4dd-4d11-ac79-fa7ff0f887eb","tob.scheznyki","Scheznyki","6","Small","Fey","","","chaotic evil","grassland, underground","16","153","2","","","","Tome of Beasts: 339"
"60c990fb-4ea3-464f-9f17-1c2e74a4e813","tob.scorpion-cultist","Scorpion Cultist","1/2","Medium","Humanoid","any","Villain Codex","neutral","desert","13","19","2","","","","Tome of Beasts: 425"
"7c077d65-f465-4c33-8ce3-f0a864822a8f","tob.sea-dragon-wyrmling","Sea Dragon Wyrmling","2","Medium","Dragon","","Dragons","neutral evil","aquatic","17","52","0","","","","Tome of Beasts: 136"
"f1435d44-d07e-4954-b83c-c381cc81dc43","tob.selang","Selang","4","Medium","Fey","","","chaotic evil","desert","15","76","2","","","","Tome of Beasts: 341"
"0efddf33-ea91-4c78-927a-6a2aa34767b8","tob.serpopard","Serpopard","4","Large","Beast","","","unaligned","grassland, swamp","15","85","3","","","","Tome of Beasts: 342"
"6e76cd35-77e6-4b90-ad60-9abdc094f3c4","tob.shabti","Shabti","8","Medium","Construct","","","unaligned","swamp, underground","17","102","5","","","","Tome of Beasts: 343"
"a8489757-ccc5-45f3-b071-ab94cdb12e6c","tob.shadhavar","Shadhavar","2","Large","Monstrosity","","","neutral","","14","97","2","","","","Tome of Beasts: 344"
"96e404b7-55b2-4e69-91af-2ae68b0dad9a","tob.shadow-beast","Shadow Beast","7","Medium","Fey","","","chaotic evil","desert, forest, underground","14","135","4","","","","Tome of Beasts: 345"
"92373a97-adcc-4f8b-bf0a-85a27b579622","tob.shadow-fey","Shadow Fey","1/4","Medium","Humanoid","Elf","Shadow Fey","lawful evil","","15","31","2","","","","Tome of Beasts: 171"
"cf786939-8f97-46ec-9f39-2a483c29142b","tob.sharkjaw-skeleton","Sharkjaw Skeleton","1","Large","Undead","","","lawful evil","","13","45","0","","","","Tome of Beasts: 350"
"384b03a0-a3c5-4395-97ac-a5cdc24625cd","tob.shellycoat","Shellycoat","2","Medium","Fey","","","neutral evil","underground","14","75","2","","","","Tome of Beasts: 346"
"a5627f16-e828-4ce0-84a7-d7cd1ee1e4c3","tob.shoggoth","Shoggoth","19","Huge","Aberration","","","chaotic neutral","","18","387","2","","","","Tome of Beasts: 347"
"2e9eb1bc-0a71-4a79-b9e3-15f9f4353a5c","tob.shroud","Shroud","1/8","Medium","Undead","","","neutral evil","","13","9","1","","","","Tome of Beasts: 348"
"60c2b3df-254d-49e8-9a73-46c99b66ca3c","tob.skein-witch","Skein Witch","12","Medium","Celestial","","","neutral","","20","162","1","","","","Tome of Beasts: 349"
"d3568a44-6269-47cd-b213-35782c1f25b2","tob.skin-bat","Skin Bat","1/2","Small","Undead","","","neutral evil","","13","14","3","","","","Tome of Beasts: 87"
"65c27747-9dfc-479a-9099-7b70aee390ba","tob.skitterhaunt","Skitterhaunt","4","Large","Ooze","","","unaligned","desert, underground","14","95","0","","","","Tome of Beasts: 352"
"1868ed95-6478-45ef-bae1-864cfb206897","tob.slow-storm","Slow Storm","15","Huge","Elemental","","","chaotic neutral","","19","225","4","","","","Tome of Beasts: 353"
"3dfa2f4f-d22b-4458-8bb0-e98b51103740","tob.sluagh","Sluagh","1/8","Tiny","Fey","","","chaotic evil","","13","2","3","","","","Tome of Beasts: 376"
"bd438b5e-6bc2-465c-a9e3-15008b4662bb","tob.sluagh-swarm","Sluagh Swarm","3","Medium","Fey","Swarm","","chaotic evil","","13","54","3","","","","Tome of Beasts: 376"
"a49d09bc-994b-4dac-b74b-7af6d15d1474","tob.smaragdine-golem","Smaragdine Golem","14","Large","Construct","","Golems","unaligned","","17","231","0","","","","Tome of Beasts: 236"
"cf64275d-3f5c-4645-a30e-46b6084bc2f9","tob.snow-queen","Snow Queen","16","Medium","Fey","","Fey Lords and Ladies","neutral evil","","17","123","4","lair","legendary","unique","Tome of Beasts: 198"
"1b5e77f5-5250-44ed-8051-e29559d816d4","tob.son-of-fenris","Son of Fenris","12","Huge","Monstrosity","","","chaotic evil","","17","175","3","","","","Tome of Beasts: 355"
"7937ed71-f2ae-42db-b026-e0123aed20a3","tob.soul-eater","Soul Eater","7","Medium","Fiend","","","neutral evil","","16","104","6","","","","Tome of Beasts: 356"
"56459c20-2355-4f52-a2ef-ecd1e8fdc579","tob.spark","Spark","7","Tiny","Elemental","","","chaotic neutral","","16","84","5","","","","Tome of Beasts: 357"
"49b94afc-5003-4b15-8aac-09f4decdc506","tob.spawn-of-akyishigal","Spawn of Akyishigal","5","Large","Fiend","Demon","","chaotic evil","","15","119","1","","","","Tome of Beasts: 83"
"c28ba1f4-62a3-4193-a571-9cd0fc9029d9","tob.spawn-of-arbeyach","Spawn of Arbeyach","5","Medium","Fiend","Devil","","lawful evil","","17","78","2","","","","Tome of Beasts: 97"
"37ff88b3-06cb-4025-a18d-ff6fb4f40a35","tob.spectral-guardian","Spectral Guardian","6","Medium","Undead","","","neutral evil","","14","110","4","","","","Tome of Beasts: 358"
"2b9b2996-df38-4842-bf5f-db1720553b23","tob.spider-of-leng","Spider of Leng","7","Large","Aberration","","","chaotic evil","grassland, mountain","15","144","3","","","","Tome of Beasts: 365"
"e2a8431a-d9bb-446b-be45-fd1c0ba04b52","tob.spider-thief","Spider Thief","2","Small","Construct","","","unaligned","","13","54","1","","","","Tome of Beasts: 366"
"2fcdadab-7ad8-4a4a-9119-f3fd7c2222d7","tob.spinosaurus","Spinosaurus","13","Gargantuan","Beast","","Dinosaurs","unaligned","coast, forest, swamp","15","231","-1","","","","Tome of Beasts: 116"
"46006136-d533-4fa0-989d-1f62623c2874","tob.spire-walker","Spire Walker","3","Tiny","Fey","","","chaotic neutral","","16","38","4","","","","Tome of Beasts: 367"
"b79c129f-19b4-48f4-ac7c-9fa2419244f9","tob.star-drake","Star Drake","15","Large","Dragon","","","neutral","grassland, mountain","19","189","3","","legendary","","Tome of Beasts: 156"
"aba1983a-a5c7-4f9e-9807-0271a80b7b58","tob.star-spawn-of-cthulhu","Star-Spawn of Cthulhu","15","Large","Fiend","","","chaotic evil","","17","187","2","","","","Tome of Beasts: 368"
"0a801471-c25f-475e-859c-88469cb65c7d","tob.steam-golem","Steam Golem","13","Large","Construct","","Golems","unaligned","","18","171","1","","","","Tome of Beasts: 237"
"96c64c49-b1ae-4fd5-b17a-ec2c8cedb8eb","tob.stryx","Stryx","1/8","Tiny","Monstrosity","","","neutral","forest, urban","13","10","3","","","","Tome of Beasts: 369"
"c9384d24-8aed-41b8-bb0e-b3316d25a092","tob.stuhac","Stuhac","13","Medium","Fiend","","","neutral evil","grassland, mountain","18","190","4","","","","Tome of Beasts: 370"
"84193f38-0655-412c-9b48-bcb74fc7d8d6","tob.stygian-fat-tailed-scorpion","Stygian Fat-Tailed Scorpion","3","Tiny","Beast","","Scorpions","unaligned","desert, forest, grassland, underground","14","10","3","","","","Tome of Beasts: 340"
"b1a671e2-210a-401f-b798-2f83847f4b6c","tob.subek","Subek","5","Large","Humanoid","Subek","","lawful neutral","aquatic, coast","17","76","0","","","","Tome of Beasts: 371"
"79d3a364-83bc-41be-9f6e-eea838b7ed65","tob.suturefly","Suturefly","1/4","Tiny","Beast","","","unaligned","forest, swamp","14","7","4","","","","Tome of Beasts: 372"
"fcb77a91-5b06-405f-b52a-6eaa291627ed","tob.swamp-adder","Swamp Adder","1/4","Small","Beast","","Snakes","unaligned","swamp","13","18","3","","","","Tome of Beasts: 354"
"6ee1e568-4b2b-43db-ab59-48c4585b684b","tob.temple-dog","Temple Dog","5","Medium","Celestial","","","any good","urban","15","97","2","","","","Tome of Beasts: 378"
"d129cbf3-a157-494d-87c6-e4d7f99d65f0","tob.tendril-puppet","Tendril Puppet","2","Medium","Plant","","","lawful neutral","forest","13","34","1","","","","Tome of Beasts: 403"
"2cd2dde4-6c0d-49f4-9309-5130f103365c","tob.theullai","Theullai","10","Huge","Elemental","","","chaotic neutral","","17","149","7","","","","Tome of Beasts: 379"
"3fd0b2fa-1278-4a49-a747-42070b79f484","tob.thursir-giant","Thursir Giant","3","Large","Giant","","Giants","neutral evil or lawful evil","","13","114","0","","","","Tome of Beasts: 227"
"63cd3b02-a21f-4a2c-a143-8d30c60b4083","tob.titanoboa","Titanoboa","12","Gargantuan","Beast","","","unaligned","forest","14","232","0","","","","Tome of Beasts: 382"
"c22e8a67-e2bc-40af-9114-181d0601189b","tob.tophet","Tophet","8","Huge","Construct","","","neutral evil","urban","16","184","0","","","","Tome of Beasts: 383"
"19c35b26-1b1a-44f7-a99f-c0019275996e","tob.tosculi-drone","Tosculi Drone","1/2","Small","Monstrosity","","Tosculi","lawful evil","desert, grassland","13","22","3","","","","Tome of Beasts: 386"
"ecb2456c-ae2d-4ebc-8353-9a75dc5ea814","tob.tosculi-elite-bow-raider","Tosculi Elite Bow Raider","5","Medium","Humanoid","Tosculi","Tosculi","neutral evil","desert, grassland","16","97","4","","","","Tome of Beasts: 386"
"95f8e9f0-7930-4af8-8f7e-d6f2a77b80a2","tob.tosculi-hive-queen","Tosculi Hive-Queen","12","Large","Monstrosity","","Tosculi","lawful evil","desert, grassland","17","157","7","lair","legendary","","Tome of Beasts: 385"
"fbb949d8-aa67-47c8-a04d-da746daa833d","tob.tosculi-warrior","Tosculi Warrior","2","Small","Monstrosity","","Tosculi","lawful evil","desert, grassland","15","58","5","","","","Tome of Beasts: 386"
"56cebeca-6791-4465-a8b0-04b96bc02d53","tob.totivillus-scribe-of-hell","Totivillus, Scribe of Hell","24","Medium","Fiend","Devil","Arch-Devils","lawful evil","","19","299","4","","legendary","unique","Tome of Beasts: 101"
"be860119-6f8e-4295-bc6b-059f93adfea6","tob.treacle","Treacle","1/4","Tiny","Ooze","","","unaligned","forest, grassland, urban","13","22","-2","","","","Tome of Beasts: 387"
